10.02996	0.033894597
10.36523321	0.034953213
10.71171365	0.036072219
11.06977596	0.037326949
11.43980727	0.038344364
11.82220769	0.039608032
12.21739067	0.041124848
12.6257835	0.042184105
13.04782775	0.043569929
13.48397974	0.045164094
13.93471106	0.046574627
14.40050906	0.048021777
14.88187737	0.049697217
15.37933646	0.051244319
15.89342419	0.05265179
16.42469643	0.054640502
16.9737276	0.056641374
17.54111133	0.058522886
18.12746109	0.060387787
18.73341087	0.062482455
19.35961583	0.064558362
20.00675306	0.06665276
20.67552225	0.069023999
21.36664651	0.071346024
22.0808731	0.073744236
22.81897426	0.076252506
23.58174806	0.078707694
24.37001923	0.081473189
25.18464008	0.084192936
26.0264914	0.086906488
26.89648343	0.089923745
27.79555683	0.092941062
28.72468372	0.096197773
29.68486869	0.099245412
30.67714993	0.10263384
31.70260032	0.106071223
32.76232863	0.109571265
33.85748065	0.112932952
34.98924051	0.116814496
36.1588319	0.120591446
37.36751943	0.124528694
38.61660997	0.128468537
39.90745407	0.132606337
41.24144743	0.136966711
42.62003243	0.141568721
44.04469962	0.146311697
45.51698942	0.151331837
47.03849369	0.156360484
48.61085756	0.161635787
50.2357811	0.166984055
51.91502124	0.172639012
53.65039363	0.178477129
55.44377462	0.184417458
57.29710326	0.190613714
59.21238344	0.196993361
61.19168602	0.203508564
63.23715109	0.210501464
65.35099028	0.217291419
67.53548913	0.224344315
69.79300961	0.231729087
72.12599261	0.239399188
74.53696064	0.247237371
77.02852051	0.255401454
79.60336619	0.263915324
82.26428168	0.272555818
85.01414405	0.281764133
87.85592654	0.291037541
90.79270179	0.300778374
93.82764513	0.310607578
96.96403805	0.320695657
100.2052717	0.331276487
103.5548507	0.342090131
107.0163966	0.353439567
110.5936522	0.365052933
114.2904853	0.376975433
118.1108931	0.389249156
122.0590064	0.401996194
126.1390939	0.415174327
130.3555672	0.428934023
134.7129853	0.442785864
139.2160595	0.45729912
143.8696588	0.472141962
148.6788148	0.487352671
153.6487273	0.50343667
158.7847698	0.519586704
164.0924958	0.536599475
169.577644	0.553997061
175.2461453	0.571804031
181.1041285	0.590369707
187.1579275	0.60921054
193.4140879	0.629089307
199.8793741	0.648880597
206.5607765	0.669492247
213.4655193	0.690997373
220.6010681	0.712779758
227.9751381	0.735226195
235.5957025	0.758470153
243.4710008	0.782432002
251.609548	0.806730833
260.0201439	0.831801482
268.7118822	0.857977867
277.6941608	0.884517395
286.9766915	0.911774451
296.569511	0.939806643
306.4829914	0.968457679
316.7278513	0.997825183
327.315168	1.027694903
338.2563887	1.058729188
349.5633435	1.0901038
361.2482578	1.12267203
373.3237658	1.155243113
385.8029239	1.18907176
398.699225	1.22363174
412.0266129	1.258567836
425.7994978	1.294654452
440.0327712	1.331127628
454.7418227	1.368273349
469.9425563	1.405840272
485.6514074	1.444367433
501.885361	1.483318321
518.6619697	1.522791413
535.9993731	1.563091094
553.9163168	1.603643028
572.4321733	1.644652155
591.5669626	1.686235819
611.3413738	1.727873474
631.7767876	1.770081681
652.8952995	1.812585525
674.7197436	1.855276465
697.2737172	1.89780348
720.5816063	1.941033153
744.6686122	1.984373928
769.5607787	2.027354344
795.28502	2.070399452
821.8691499	2.113572082
849.3419121	2.156336164
877.733011	2.198860735
907.0731442	2.241546782
937.3940351	2.283588329
968.7284676	2.32561934
1001.110322	2.366724097
1034.574609	2.407746064
1069.157514	2.447981896
1104.896427	2.487893456
1141.829991	2.5268162
1179.998139	2.565161727
1219.442141	2.603098821
1260.204645	2.639807951
1302.329723	2.675825197
1345.862924	2.711104708
1390.851317	2.745370249
1437.343544	2.779461256
1485.389876	2.811769049
1535.04226	2.843615547
1586.354383	2.874322368
1639.381725	2.903825798
1694.181622	2.933013998
1750.813324	2.960739061
1809.338063	2.987967755
1869.81912	3.013695883
1932.321887	3.039015794
1996.913945	3.063115841
2063.665133	3.086491223
2132.647624	3.108291226
2203.936005	3.129760999
2277.607355	3.150223541
2353.74133	3.170457109
2432.420248	3.188871282
2513.72918	3.206836376
2597.75604	3.224207374
2684.591681	3.240845535
2774.329991	3.256957304
2867.068	3.271277284
2962.905977	3.286189803
3061.947548	3.299662442
3164.299798	3.312792908
3270.073395	3.325251891
3379.382704	3.3366124
3492.345914	3.347839919
3609.085164	3.358635415
3729.726678	3.368821713
3854.400897	3.378457337
3983.242622	3.388302313
4116.391162	3.39653753
4253.990482	3.404859572
4396.189357	3.412879959
4543.141539	3.42082387
4695.005917	3.427204497
4851.946692	3.434512859
5014.133553	3.441321308
5181.741862	3.447220816
5354.952844	3.453383243
5533.953778	3.458857885
5718.938208	3.464105152
5910.106145	3.469276384
6107.664285	3.473889094
6311.826235	3.478847774
6522.812742	3.483245366
6740.851932	3.487435287
6966.179555	3.491169731
7199.039244	3.49475606
7439.682774	3.498306809
7688.370337	3.501805623
7945.370821	3.504714415
8210.962106	3.507691301
8485.431356	3.51127629
8769.075338	3.513657096
9062.200735	3.51642859
9365.124486	3.518774972
9678.174122	3.521343013
10001.68812	3.523580011
10336.01628	3.525788119
10681.52008	3.528362108
11038.5731	3.52982703
11407.5614	3.531944916
11788.88392	3.533098957
12182.95299	3.534628624
12590.19466	3.536473346
13011.04928	3.537652517
13445.97187	3.538847126
13895.4327	3.541190798
14359.91773	3.541945601
14839.92918	3.54316094
15335.98606	3.544261644
15848.62472	3.545067575
16378.39944	3.546306819
16925.88303	3.546596308
17491.66745	3.548279467
18076.36444	3.548374026
18680.6062	3.549809046
19305.04606	3.550076515
19950.35917	3.55069346
20617.24327	3.552415521
21306.41943	3.552224004
